Domain,Area,Element,Item,Year,Unit,Value
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1964","kg/ha","76.65"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1965","t","140918"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1965","kg/ha","73.39"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1966","",""
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1966","",""
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1967","t","174384"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1967","kg/ha","93.98"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1968","t","134779"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1968","kg/ha","72.55"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1969","t","151740"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1969","kg/ha","81.29"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1970","t","159169"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1970","kg/ha","85.22"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1971","t","163892"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1971","kg/ha","87.75"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1972","t","151997"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1972","kg/ha","81.33"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1973","t","159031"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1973","kg/ha","88.79"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1974","t","125331"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1974","kg/ha","69.97"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1975","t","115115"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1975","kg/ha","64.39"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1976","t","138779"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1976","kg/ha","77.19"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1977","t","147531"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1977","kg/ha","81.61"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1978","t","142322"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1978","kg/ha","77.87"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1979","t","145200"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1979","kg/ha","80.57"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1980","t","148300"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1980","kg/ha","81.63"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1981","t","139956"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1981","kg/ha","76.43"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1982","t","122732"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1982","kg/ha","67.6"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1983","t","135147"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1983","kg/ha","80.23"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1984","t","134200"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1984","kg/ha","79.36"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1985","t","132903"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1985","kg/ha","78.43"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1986","t","103400"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1986","kg/ha","61.51"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1987","t","97900"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1987","kg/ha","58.24"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1988","t","100200"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1988","kg/ha","58.86"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1989","t","85000"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1989","kg/ha","49.9"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1990","t","94000"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1990","kg/ha","56.21"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1991","t","86300"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1991","kg/ha","50.96"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1992","t","78000"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1992","kg/ha","46.61"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1993","t","78000"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1993","kg/ha","46.86"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1994","t","73000"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1994","kg/ha","43.83"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1995","t","60000"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1995","kg/ha","36.19"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1996","t","59755"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1996","kg/ha","36.19"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1997","t","71573"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1997","kg/ha","43.55"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1998","t","61537"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1998","kg/ha","37.52"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","1999","t","59716"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","1999","kg/ha","36.49"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","2000","t","55241"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","2000","kg/ha","33.82"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","2001","t","53929"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","2001","kg/ha","33.29"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","2002","t","50099"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","2002","kg/ha","30.97"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","2003","t","50014"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","2003","kg/ha","31.02"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","2004","t","49532"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","2004","kg/ha","30.84"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","2005","t","45820"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","2005","kg/ha","28.5"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","2006","t","40738"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","2006","kg/ha","25.37"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","2007","t","46000"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","2007","kg/ha","28.67"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","2008","t","49787"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","2008","kg/ha","31.22"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","2009","t","14536"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","2009","kg/ha","9.13"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","2010","t","23356"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","2010","kg/ha","14.71"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","2011","t","34445"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","2011","kg/ha","21.76"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","2012","t","32478"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","2012","kg/ha","20.58"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","2013","t","35574"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","2013","kg/ha","22.56"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","2014","t","32559"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","2014","kg/ha","20.68"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","2015","t","38295"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","2015","kg/ha","24.42"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","2016","t","31596"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","2016","kg/ha","20.15"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","2017","t","38093"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","2017","kg/ha","24.56"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","2018","t","35110"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","2018","kg/ha","22.67"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","2019","t","32353"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","2019","kg/ha","20.91"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","2020","t","35028"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","2020","kg/ha","22.64"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","2021","t","36690"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","2021","kg/ha","23.75"
"Fertilizers by Nutrient","Austria","Agricultural Use","Nutrient potash K2O (total)","2022","t","15595"
"Fertilizers by Nutrient","Austria","Use per area of cropland","Nutrient potash K2O (total)","2022","kg/ha","10.12"
"Fertilizers by Nutrient","Belgium","Agricultural Use","Nutrient nitrogen N (total)","1961","",""
"Fertilizers by Nutrient","Belgium","Use per area of cropland","Nutrient nitrogen N (total)","1961","",""
"Fertilizers by Nutrient","Belgium","Agricultural Use","Nutrient nitrogen N (total)","1962","",""
"Fertilizers by Nutrient","Belgium","Use per area of cropland","Nutrient nitrogen N (total)","1962","",""
"Fertilizers by Nutrient","Belgium","Agricultural Use","Nutrient nitrogen N (total)","1963","",""
"Fertilizers by Nutrient","Belgium","Use per area of cropland","Nutrient nitrogen N (total)","1963","",""
"Fertilizers by Nutrient","Belgium","Agricultural Use","Nutrient nitrogen N (total)","1964","",""
"Fertilizers by Nutrient","Belgium","Use per area of cropland","Nutrient nitrogen N (total)","1964","",""
"Fertilizers by Nutrient","Belgium","Agricultural Use","Nutrient nitrogen N (total)","1965","",""
"Fertilizers by Nutrient","Belgium","Use per area of cropland","Nutrient nitrogen N (total)","1965","",""
"Fertilizers by Nutrient","Belgium","Agricultural Use","Nutrient nitrogen N (total)","1966","",""
"Fertilizers by Nutrient","Belgium","Use per area of cropland","Nutrient nitrogen N (total)","1966","",""
"Fertilizers by Nutrient","Belgium","Agricultural Use","Nutrient nitrogen N (total)","1967","",""
"Fertilizers by Nutrient","Belgium","Use per area of cropland","Nutrient nitrogen N (total)","1967","",""
"Fertilizers by Nutrient","Belgium","Agricultural Use","Nutrient nitrogen N (total)","1968","",""
"Fertilizers by Nutrient","Belgium","Use per area of cropland","Nutrient nitrogen N (total)","1968","",""
"Fertilizers by Nutrient","Belgium","Agricultural Use","Nutrient nitrogen N (total)","1969","",""
"Fertilizers by Nutrient","Belgium","Use per area of cropland","Nutrient nitrogen N (total)","1969","",""
"Fertilizers by Nutrient","Belgium","Agricultural Use","Nutrient nitrogen N (total)","1970","",""
"Fertilizers by Nutrient","Belgium","Use per area of cropland","Nutrient nitrogen N (total)","1970","",""
"Fertilizers by Nutrient","Belgium","Agricultural Use","Nutrient nitrogen N (total)","1971","",""
"Fertilizers by Nutrient","Belgium","Use per area of cropland","Nutrient nitrogen N (total)","1971","",""
"Fertilizers by Nutrient","Belgium","Agricultural Use","Nutrient nitrogen N (total)","1972","",""
"Fertilizers by Nutrient","Belgium","Use per area of cropland","Nutrient nitrogen N (total)","1972","",""
"Fertilizers by Nutrient","Belgium","Agricultural Use","Nutrient nitrogen N (total)","1973","",""
"Fertilizers by Nutrient","Belgium","Use per area of cropland","Nutrient nitrogen N (total)","1973","",""
"Fertilizers by Nutrient","Belgium","Agricultural Use","Nutrient nitrogen N (total)","1974","",""
"Fertilizers by Nutrient","Belgium","Use per area of cropland","Nutrient nitrogen N (total)","1974","",""
"Fertilizers by Nutrient","Belgium","Agricultural Use","Nutrient nitrogen N (total)","1975","",""
"Fertilizers by Nutrient","Belgium","Use per area of cropland","Nutrient nitrogen N (total)","1975","",""
"Fertilizers by Nutrient","Belgium","Agricultural Use","Nutrient nitrogen N (total)","1976","",""
"Fertilizers by Nutrient","Belgium","Use per area of cropland","Nutrient nitrogen N (total)","1976","",""
"Fertilizers by Nutrient","Belgium","Agricultural Use","Nutrient nitrogen N (total)","1977","",""
"Fertilizers by Nutrient","Belgium","Use per area of cropland","Nutrient nitrogen N (total)","1977","",""
"Fertilizers by Nutrient","Belgium","Agricultural Use","Nutrient nitrogen N (total)","1978","",""
